[2018-12-07 03:52:01,812 INFO] Loading train dataset from data/iwslt15.train.0.pt, number of examples: 164294
[2018-12-07 03:52:02,360 INFO]  * vocabulary size. source = 50002; target = 50004
[2018-12-07 03:52:02,360 INFO] Building model...
[2018-12-07 03:52:12,322 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(50002, 500, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(500, 250, num_layers=2, dropout=0.3, bidirectional=True)
  )
  (decoder): StdRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(50004, 500, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.3)
    (rnn): LSTM(500, 500, num_layers=2, dropout=0.3)
    (attn): GlobalAttention(
      (linear_context): Linear(in_features=500, out_features=500, bias=False)
      (linear_query): Linear(in_features=500, out_features=500, bias=True)
      (v): Linear(in_features=500, out_features=1, bias=False)
      (linear_out): Linear(in_features=1000, out_features=500, bias=True)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=500, out_features=50004, bias=True)
    (1): LogSoftmax()
  )
)
[2018-12-07 03:52:12,323 INFO] encoder: 28009000
[2018-12-07 03:52:12,323 INFO] decoder: 55063504
[2018-12-07 03:52:12,323 INFO] * number of parameters: 83072504
[2018-12-07 03:52:12,324 INFO] Starting training on GPU: [0]
[2018-12-07 03:52:12,324 INFO] Start training...
[2018-12-07 03:52:14,001 INFO] Loading train dataset from data/iwslt15.train.0.pt, number of examples: 164294
[2018-12-07 03:52:19,419 INFO] Step 50/100000; acc:   4.39; ppl: 129282.38; xent: 11.77; lr: 0.70000; 9355/10372 tok/s;      5 sec
[2018-12-07 03:52:24,469 INFO] Step 100/100000; acc:   5.49; ppl: 11143.86; xent: 9.32; lr: 0.70000; 10188/11633 tok/s;     10 sec
[2018-12-07 03:52:29,771 INFO] Step 150/100000; acc:   9.97; ppl: 3756.64; xent: 8.23; lr: 0.70000; 10855/10700 tok/s;     16 sec
[2018-12-07 03:52:34,646 INFO] Step 200/100000; acc:  11.27; ppl: 1994.31; xent: 7.60; lr: 0.70000; 9110/11967 tok/s;     21 sec
[2018-12-07 03:52:39,641 INFO] Step 250/100000; acc:  11.20; ppl: 1518.02; xent: 7.33; lr: 0.70000; 10228/11673 tok/s;     26 sec
[2018-12-07 03:52:44,831 INFO] Step 300/100000; acc:  11.63; ppl: 1314.08; xent: 7.18; lr: 0.70000; 10048/11146 tok/s;     31 sec
[2018-12-07 03:52:49,867 INFO] Step 350/100000; acc:  11.67; ppl: 1200.51; xent: 7.09; lr: 0.70000; 10302/11673 tok/s;     36 sec
[2018-12-07 03:52:54,994 INFO] Step 400/100000; acc:  11.71; ppl: 1052.35; xent: 6.96; lr: 0.70000; 10157/11155 tok/s;     41 sec
[2018-12-07 03:53:00,284 INFO] Step 450/100000; acc:  11.46; ppl: 1036.79; xent: 6.94; lr: 0.70000; 9741/11056 tok/s;     46 sec
[2018-12-07 03:53:05,303 INFO] Step 500/100000; acc:  11.95; ppl: 916.07; xent: 6.82; lr: 0.70000; 10348/11528 tok/s;     51 sec
[2018-12-07 03:53:10,565 INFO] Step 550/100000; acc:  12.22; ppl: 902.76; xent: 6.81; lr: 0.70000; 10213/11514 tok/s;     57 sec
[2018-12-07 03:53:15,305 INFO] Step 600/100000; acc:  11.95; ppl: 789.02; xent: 6.67; lr: 0.70000; 10108/11571 tok/s;     61 sec
[2018-12-07 03:53:20,335 INFO] Step 650/100000; acc:  12.57; ppl: 762.79; xent: 6.64; lr: 0.70000; 10098/11533 tok/s;     66 sec
[2018-12-07 03:53:25,611 INFO] Step 700/100000; acc:  12.67; ppl: 685.06; xent: 6.53; lr: 0.70000; 9904/11170 tok/s;     72 sec
[2018-12-07 03:53:30,433 INFO] Step 750/100000; acc:  13.67; ppl: 592.39; xent: 6.38; lr: 0.70000; 9957/11555 tok/s;     76 sec
[2018-12-07 03:53:35,876 INFO] Step 800/100000; acc:  14.13; ppl: 548.32; xent: 6.31; lr: 0.70000; 10027/11099 tok/s;     82 sec
[2018-12-07 03:53:40,885 INFO] Step 850/100000; acc:  14.36; ppl: 530.58; xent: 6.27; lr: 0.70000; 8752/11386 tok/s;     87 sec
[2018-12-07 03:53:46,162 INFO] Step 900/100000; acc:  13.50; ppl: 518.19; xent: 6.25; lr: 0.70000; 11214/11257 tok/s;     92 sec
[2018-12-07 03:53:51,354 INFO] Step 950/100000; acc:  14.09; ppl: 496.89; xent: 6.21; lr: 0.70000; 10321/11758 tok/s;     97 sec
[2018-12-07 03:53:56,301 INFO] Step 1000/100000; acc:  14.53; ppl: 452.17; xent: 6.11; lr: 0.70000; 10055/11146 tok/s;    102 sec
[2018-12-07 03:54:01,406 INFO] Step 1050/100000; acc:  13.92; ppl: 456.81; xent: 6.12; lr: 0.70000; 10751/11536 tok/s;    107 sec
[2018-12-07 03:54:06,524 INFO] Step 1100/100000; acc:  14.59; ppl: 427.95; xent: 6.06; lr: 0.70000; 9628/11164 tok/s;    113 sec
[2018-12-07 03:54:11,030 INFO] Step 1150/100000; acc:  15.08; ppl: 404.03; xent: 6.00; lr: 0.70000; 10644/11438 tok/s;    117 sec
[2018-12-07 03:54:16,632 INFO] Step 1200/100000; acc:  14.50; ppl: 407.29; xent: 6.01; lr: 0.70000; 9773/11281 tok/s;    123 sec
[2018-12-07 03:54:21,676 INFO] Step 1250/100000; acc:  14.97; ppl: 378.70; xent: 5.94; lr: 0.70000; 9465/11637 tok/s;    128 sec
[2018-12-07 03:54:26,777 INFO] Step 1300/100000; acc:  15.12; ppl: 368.31; xent: 5.91; lr: 0.70000; 10913/11498 tok/s;    133 sec
[2018-12-07 03:54:31,849 INFO] Step 1350/100000; acc:  15.36; ppl: 352.67; xent: 5.87; lr: 0.70000; 10895/11332 tok/s;    138 sec
[2018-12-07 03:54:37,152 INFO] Step 1400/100000; acc:  14.95; ppl: 365.07; xent: 5.90; lr: 0.70000; 9061/11197 tok/s;    143 sec
[2018-12-07 03:54:42,212 INFO] Step 1450/100000; acc:  15.71; ppl: 333.42; xent: 5.81; lr: 0.70000; 9256/11754 tok/s;    148 sec
[2018-12-07 03:54:47,298 INFO] Step 1500/100000; acc:  15.55; ppl: 336.08; xent: 5.82; lr: 0.70000; 10700/11213 tok/s;    153 sec
[2018-12-07 03:54:52,278 INFO] Step 1550/100000; acc:  15.30; ppl: 328.77; xent: 5.80; lr: 0.70000; 10260/12001 tok/s;    158 sec
[2018-12-07 03:54:57,295 INFO] Step 1600/100000; acc:  16.08; ppl: 300.18; xent: 5.70; lr: 0.70000; 10117/11083 tok/s;    163 sec
[2018-12-07 03:55:02,132 INFO] Step 1650/100000; acc:  16.16; ppl: 297.89; xent: 5.70; lr: 0.70000; 9831/11916 tok/s;    168 sec
[2018-12-07 03:55:07,413 INFO] Step 1700/100000; acc:  16.07; ppl: 298.72; xent: 5.70; lr: 0.70000; 10643/10991 tok/s;    173 sec
[2018-12-07 03:55:12,559 INFO] Step 1750/100000; acc:  15.96; ppl: 297.18; xent: 5.69; lr: 0.70000; 10105/11458 tok/s;    179 sec
[2018-12-07 03:55:17,529 INFO] Step 1800/100000; acc:  16.21; ppl: 287.71; xent: 5.66; lr: 0.70000; 10308/11444 tok/s;    184 sec
[2018-12-07 03:55:22,919 INFO] Step 1850/100000; acc:  16.40; ppl: 285.68; xent: 5.65; lr: 0.70000; 9335/11277 tok/s;    189 sec
[2018-12-07 03:55:27,728 INFO] Step 1900/100000; acc:  16.85; ppl: 265.99; xent: 5.58; lr: 0.70000; 10658/11597 tok/s;    194 sec
[2018-12-07 03:55:32,595 INFO] Step 1950/100000; acc:  17.04; ppl: 264.31; xent: 5.58; lr: 0.70000; 10474/11560 tok/s;    199 sec
[2018-12-07 03:55:37,903 INFO] Step 2000/100000; acc:  16.34; ppl: 263.31; xent: 5.57; lr: 0.70000; 9519/11324 tok/s;    204 sec
[2018-12-07 03:55:43,065 INFO] Step 2050/100000; acc:  16.31; ppl: 269.48; xent: 5.60; lr: 0.70000; 9420/11969 tok/s;    209 sec
