[2018-12-07 01:15:05,457 INFO] Loading train dataset from data/iwslt15.train.0.pt, number of examples: 164294
[2018-12-07 01:15:05,566 INFO]  * vocabulary size. source = 50002; target = 50004
[2018-12-07 01:15:05,566 INFO] Building model...
[2018-12-07 01:15:14,022 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(50002, 500, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(500, 250, num_layers=2, dropout=0.3, bidirectional=True)
  )
  (decoder): StdRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(50004, 500, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.3)
    (rnn): LSTM(500, 500, num_layers=2, dropout=0.3)
    (attn): GlobalAttention(
      (linear_context): Linear(in_features=500, out_features=500, bias=False)
      (linear_query): Linear(in_features=500, out_features=500, bias=True)
      (v): Linear(in_features=500, out_features=1, bias=False)
      (linear_out): Linear(in_features=1000, out_features=500, bias=True)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=500, out_features=50004, bias=True)
    (1): LogSoftmax()
  )
)
[2018-12-07 01:15:14,024 INFO] encoder: 28009000
[2018-12-07 01:15:14,024 INFO] decoder: 55063504
[2018-12-07 01:15:14,024 INFO] * number of parameters: 83072504
[2018-12-07 01:15:14,025 INFO] Starting training on GPU: [0]
[2018-12-07 01:15:14,025 INFO] Start training...
[2018-12-07 01:15:15,777 INFO] Loading train dataset from data/iwslt15.train.0.pt, number of examples: 164294
[2018-12-07 01:15:21,212 INFO] Step 50/100000; acc:   5.28; ppl: 11467.39; xent: 9.35; lr: 0.30000; 8605/10763 tok/s;      5 sec
[2018-12-07 01:15:26,435 INFO] Step 100/100000; acc:   6.98; ppl: 3432.58; xent: 8.14; lr: 0.30000; 10737/11025 tok/s;     11 sec
[2018-12-07 01:15:31,933 INFO] Step 150/100000; acc:   9.99; ppl: 1608.89; xent: 7.38; lr: 0.30000; 9352/11219 tok/s;     16 sec
[2018-12-07 01:15:36,678 INFO] Step 200/100000; acc:  11.46; ppl: 1133.10; xent: 7.03; lr: 0.30000; 10795/11664 tok/s;     21 sec
[2018-12-07 01:15:42,054 INFO] Step 250/100000; acc:  11.28; ppl: 1093.98; xent: 7.00; lr: 0.30000; 9943/10691 tok/s;     26 sec
[2018-12-07 01:15:46,880 INFO] Step 300/100000; acc:  11.98; ppl: 899.48; xent: 6.80; lr: 0.30000; 10050/12100 tok/s;     31 sec
[2018-12-07 01:15:52,218 INFO] Step 350/100000; acc:  12.75; ppl: 776.79; xent: 6.66; lr: 0.30000; 9919/11306 tok/s;     36 sec
[2018-12-07 01:15:57,106 INFO] Step 400/100000; acc:  13.11; ppl: 730.64; xent: 6.59; lr: 0.30000; 9981/11448 tok/s;     41 sec
[2018-12-07 01:16:02,293 INFO] Step 450/100000; acc:  13.70; ppl: 619.54; xent: 6.43; lr: 0.30000; 9574/10905 tok/s;     47 sec
[2018-12-07 01:16:07,265 INFO] Step 500/100000; acc:  13.23; ppl: 634.44; xent: 6.45; lr: 0.30000; 10630/11968 tok/s;     51 sec
[2018-12-07 01:16:12,190 INFO] Step 550/100000; acc:  14.28; ppl: 554.83; xent: 6.32; lr: 0.30000; 10006/11804 tok/s;     56 sec
[2018-12-07 01:16:17,332 INFO] Step 600/100000; acc:  14.20; ppl: 529.13; xent: 6.27; lr: 0.30000; 10266/11242 tok/s;     62 sec
[2018-12-07 01:16:22,710 INFO] Step 650/100000; acc:  14.41; ppl: 514.14; xent: 6.24; lr: 0.30000; 9888/10761 tok/s;     67 sec
[2018-12-07 01:16:27,508 INFO] Step 700/100000; acc:  14.44; ppl: 500.07; xent: 6.21; lr: 0.30000; 10338/12057 tok/s;     72 sec
[2018-12-07 01:16:32,688 INFO] Step 750/100000; acc:  14.70; ppl: 461.66; xent: 6.13; lr: 0.30000; 9765/11543 tok/s;     77 sec
[2018-12-07 01:16:37,854 INFO] Step 800/100000; acc:  14.78; ppl: 431.04; xent: 6.07; lr: 0.30000; 10341/11123 tok/s;     82 sec
[2018-12-07 01:16:42,837 INFO] Step 850/100000; acc:  15.55; ppl: 421.95; xent: 6.04; lr: 0.30000; 9756/11528 tok/s;     87 sec
[2018-12-07 01:16:47,978 INFO] Step 900/100000; acc:  15.10; ppl: 433.70; xent: 6.07; lr: 0.30000; 10357/11447 tok/s;     92 sec
[2018-12-07 01:16:53,343 INFO] Step 950/100000; acc:  15.04; ppl: 407.83; xent: 6.01; lr: 0.30000; 10131/11473 tok/s;     98 sec
[2018-12-07 01:16:58,320 INFO] Step 1000/100000; acc:  16.14; ppl: 370.43; xent: 5.91; lr: 0.30000; 9575/11001 tok/s;    103 sec
[2018-12-07 01:17:02,868 INFO] Step 1050/100000; acc:  15.97; ppl: 365.96; xent: 5.90; lr: 0.30000; 8925/12453 tok/s;    107 sec
[2018-12-07 01:17:08,492 INFO] Step 1100/100000; acc:  15.90; ppl: 370.90; xent: 5.92; lr: 0.30000; 10910/10173 tok/s;    113 sec
[2018-12-07 01:17:13,445 INFO] Step 1150/100000; acc:  15.89; ppl: 343.95; xent: 5.84; lr: 0.30000; 9595/11361 tok/s;    118 sec
[2018-12-07 01:17:18,594 INFO] Step 1200/100000; acc:  16.05; ppl: 346.50; xent: 5.85; lr: 0.30000; 10811/11711 tok/s;    123 sec
[2018-12-07 01:17:23,567 INFO] Step 1250/100000; acc:  16.58; ppl: 336.65; xent: 5.82; lr: 0.30000; 11200/10937 tok/s;    128 sec
[2018-12-07 01:17:28,830 INFO] Step 1300/100000; acc:  16.26; ppl: 323.81; xent: 5.78; lr: 0.30000; 8853/11699 tok/s;    133 sec
[2018-12-07 01:17:33,525 INFO] Step 1350/100000; acc:  16.42; ppl: 324.14; xent: 5.78; lr: 0.30000; 9300/12179 tok/s;    138 sec
[2018-12-07 01:17:39,028 INFO] Step 1400/100000; acc:  16.57; ppl: 314.65; xent: 5.75; lr: 0.30000; 10785/10660 tok/s;    143 sec
[2018-12-07 01:17:44,500 INFO] Step 1450/100000; acc:  16.23; ppl: 316.13; xent: 5.76; lr: 0.30000; 9657/11232 tok/s;    149 sec
[2018-12-07 01:17:49,186 INFO] Step 1500/100000; acc:  17.06; ppl: 287.35; xent: 5.66; lr: 0.30000; 10572/11621 tok/s;    153 sec
[2018-12-07 01:17:54,082 INFO] Step 1550/100000; acc:  17.06; ppl: 291.18; xent: 5.67; lr: 0.30000; 10740/11556 tok/s;    158 sec
[2018-12-07 01:17:59,287 INFO] Step 1600/100000; acc:  16.82; ppl: 287.42; xent: 5.66; lr: 0.30000; 9615/11359 tok/s;    164 sec
[2018-12-07 01:18:04,206 INFO] Step 1650/100000; acc:  16.97; ppl: 279.88; xent: 5.63; lr: 0.30000; 9406/11803 tok/s;    168 sec
[2018-12-07 01:18:09,554 INFO] Step 1700/100000; acc:  17.27; ppl: 281.76; xent: 5.64; lr: 0.30000; 10358/10835 tok/s;    174 sec
[2018-12-07 01:18:14,447 INFO] Step 1750/100000; acc:  17.65; ppl: 272.90; xent: 5.61; lr: 0.30000; 9581/11605 tok/s;    179 sec
[2018-12-07 01:18:19,801 INFO] Step 1800/100000; acc:  17.05; ppl: 274.71; xent: 5.62; lr: 0.30000; 10640/11174 tok/s;    184 sec
[2018-12-07 01:18:24,883 INFO] Step 1850/100000; acc:  16.74; ppl: 265.25; xent: 5.58; lr: 0.30000; 9920/11317 tok/s;    189 sec
[2018-12-07 01:18:29,736 INFO] Step 1900/100000; acc:  17.22; ppl: 264.73; xent: 5.58; lr: 0.30000; 10641/11946 tok/s;    194 sec
[2018-12-07 01:18:34,989 INFO] Step 1950/100000; acc:  17.57; ppl: 251.19; xent: 5.53; lr: 0.30000; 9227/10724 tok/s;    199 sec
[2018-12-07 01:18:40,027 INFO] Step 2000/100000; acc:  17.76; ppl: 246.97; xent: 5.51; lr: 0.30000; 10640/11438 tok/s;    204 sec
[2018-12-07 01:18:45,285 INFO] Step 2050/100000; acc:  17.69; ppl: 250.97; xent: 5.53; lr: 0.30000; 10344/11067 tok/s;    210 sec
[2018-12-07 01:18:50,303 INFO] Step 2100/100000; acc:  18.10; ppl: 246.78; xent: 5.51; lr: 0.30000; 9605/11687 tok/s;    215 sec
[2018-12-07 01:18:55,324 INFO] Step 2150/100000; acc:  18.00; ppl: 248.25; xent: 5.51; lr: 0.30000; 10898/11447 tok/s;    220 sec
[2018-12-07 01:19:00,582 INFO] Step 2200/100000; acc:  18.05; ppl: 237.54; xent: 5.47; lr: 0.30000; 9202/10980 tok/s;    225 sec
[2018-12-07 01:19:05,852 INFO] Step 2250/100000; acc:  17.98; ppl: 237.22; xent: 5.47; lr: 0.30000; 9887/10988 tok/s;    230 sec
[2018-12-07 01:19:11,213 INFO] Step 2300/100000; acc:  18.00; ppl: 234.13; xent: 5.46; lr: 0.30000; 9746/11201 tok/s;    235 sec
[2018-12-07 01:19:16,630 INFO] Step 2350/100000; acc:  18.37; ppl: 230.92; xent: 5.44; lr: 0.30000; 9612/10623 tok/s;    241 sec
